observation_ancillary_id,event_id,variable_name,value,unit
oban_3544,ev_608,trap.num,22,
oban_3545,ev_609,trap.num,24,
oban_3553,ev_617,trap.num,,
oban_3554,ev_618,trap.num,,
oban_3555,ev_619,trap.num,,
oban_3556,ev_620,trap.num,,
oban_3560,ev_624,trap.num,1,
oban_3564,ev_628,trap.num,23,
oban_3565,ev_629,trap.num,,
oban_3567,ev_631,trap.num,,
oban_3569,ev_633,trap.num,,
oban_3570,ev_634,trap.num,,
oban_3571,ev_635,trap.num,,
oban_3572,ev_636,trap.num,,
oban_3573,ev_637,trap.num,,
oban_3574,ev_638,trap.num,,
oban_3575,ev_639,trap.num,13,
oban_3577,ev_641,trap.num,19,
oban_3585,ev_649,trap.num,1,
oban_3586,ev_650,trap.num,1,
oban_3587,ev_651,trap.num,6,
oban_3605,ev_669,trap.num,,
oban_3606,ev_670,trap.num,,
oban_3607,ev_671,trap.num,,
oban_3611,ev_675,trap.num,,
oban_3612,ev_676,trap.num,,
oban_3613,ev_677,trap.num,,
oban_3620,ev_684,trap.num,,
oban_3621,ev_685,trap.num,,
oban_3622,ev_686,trap.num,,
oban_3625,ev_689,trap.num,,
oban_3629,ev_693,trap.num,,
oban_3630,ev_694,trap.num,1,
oban_3636,ev_700,trap.num,2,
oban_3637,ev_701,trap.num,3,
oban_3639,ev_703,trap.num,9,
oban_3648,ev_712,trap.num,,
oban_3649,ev_713,trap.num,,
oban_3655,ev_719,trap.num,,
oban_3661,ev_725,trap.num,9,
oban_3662,ev_726,trap.num,10,
oban_3667,ev_731,trap.num,1,
oban_3677,ev_741,trap.num,20,
oban_3679,ev_743,trap.num,1,
oban_3682,ev_746,trap.num,6,
oban_3683,ev_747,trap.num,6,
oban_3689,ev_753,trap.num,14,
oban_3696,ev_760,trap.num,21,
oban_3702,ev_766,trap.num,,
oban_3705,ev_769,trap.num,,
oban_3708,ev_772,trap.num,,
oban_3710,ev_774,trap.num,,
oban_3711,ev_775,trap.num,,
oban_3713,ev_777,trap.num,,
oban_3716,ev_780,trap.num,,
oban_3718,ev_782,trap.num,,
oban_3719,ev_783,trap.num,,
oban_3720,ev_784,trap.num,,
oban_3722,ev_786,trap.num,,
oban_3724,ev_788,trap.num,,
oban_3728,ev_792,trap.num,,
oban_3729,ev_793,trap.num,,
oban_3730,ev_794,trap.num,,
oban_3733,ev_797,trap.num,,
oban_3738,ev_802,trap.num,,
oban_3742,ev_806,trap.num,,
oban_3743,ev_807,trap.num,,
oban_3744,ev_808,trap.num,,
oban_3750,ev_814,trap.num,,
oban_3751,ev_815,trap.num,,
oban_3752,ev_816,trap.num,,
oban_3753,ev_817,trap.num,,
oban_3754,ev_818,trap.num,,
oban_3763,ev_827,trap.num,,
oban_3764,ev_828,trap.num,,
oban_3765,ev_829,trap.num,,
oban_3767,ev_831,trap.num,,
oban_3768,ev_832,trap.num,,
oban_3769,ev_833,trap.num,,
oban_3773,ev_837,trap.num,,
oban_3777,ev_841,trap.num,,
oban_3814,ev_878,trap.num,,
oban_3817,ev_881,trap.num,,
oban_3820,ev_884,trap.num,,
oban_3827,ev_891,trap.num,,
oban_3828,ev_892,trap.num,,
oban_3854,ev_918,trap.num,,
oban_3867,ev_931,trap.num,,
oban_3871,ev_935,trap.num,,
oban_3872,ev_936,trap.num,,
oban_3873,ev_937,trap.num,,
oban_3877,ev_941,trap.num,,
oban_3878,ev_942,trap.num,,
oban_3880,ev_944,trap.num,,
oban_3882,ev_946,trap.num,,
oban_3883,ev_947,trap.num,,
oban_3885,ev_949,trap.num,,
oban_3889,ev_953,trap.num,,
oban_3891,ev_955,trap.num,,
oban_3893,ev_957,trap.num,,
oban_3896,ev_960,trap.num,,
oban_3899,ev_963,trap.num,,
oban_3908,ev_972,trap.num,,
oban_3911,ev_975,trap.num,,
oban_3912,ev_976,trap.num,,
oban_3914,ev_978,trap.num,,
oban_3916,ev_980,trap.num,,
oban_3917,ev_981,trap.num,,
oban_3919,ev_983,trap.num,,
oban_3923,ev_987,trap.num,,
oban_3929,ev_993,trap.num,,
oban_3930,ev_994,trap.num,,
oban_3934,ev_998,trap.num,,
oban_3935,ev_999,trap.num,,
oban_3936,ev_1000,trap.num,,
oban_3937,ev_1001,trap.num,,
oban_3938,ev_1002,trap.num,,
oban_3939,ev_1003,trap.num,,
oban_3944,ev_1008,trap.num,,
oban_3947,ev_1011,trap.num,,
oban_3954,ev_1018,trap.num,2,
oban_3955,ev_1019,trap.num,2,
oban_3965,ev_1029,trap.num,22,
oban_3969,ev_1033,trap.num,,
oban_3972,ev_1036,trap.num,2,
oban_3973,ev_1037,trap.num,3,
oban_3974,ev_1038,trap.num,3,
oban_3975,ev_1039,trap.num,5,
oban_3976,ev_1040,trap.num,8,
oban_3979,ev_1043,trap.num,20,
oban_3992,ev_1056,trap.num,7,
oban_3993,ev_1057,trap.num,7,
oban_3995,ev_1059,trap.num,20,
oban_3999,ev_1063,trap.num,1,
oban_4000,ev_1064,trap.num,1,
oban_4009,ev_1073,trap.num,25,
oban_4016,ev_1080,trap.num,2,
oban_4018,ev_1082,trap.num,4,
oban_4019,ev_1083,trap.num,8,
oban_4022,ev_1086,trap.num,16,
oban_4040,ev_1104,trap.num,2,
oban_4041,ev_1105,trap.num,2,
oban_4059,ev_1123,trap.num,,
oban_4060,ev_1124,trap.num,2,
oban_4061,ev_1125,trap.num,2,
oban_4064,ev_1128,trap.num,3,
oban_4066,ev_1130,trap.num,6,
oban_4069,ev_1133,trap.num,9,
oban_4087,ev_1151,trap.num,3,
oban_4092,ev_1156,trap.num,,
oban_4095,ev_1159,trap.num,,
oban_4096,ev_1160,trap.num,,
oban_4099,ev_1163,trap.num,1,
oban_4100,ev_1164,trap.num,2,
oban_4101,ev_1165,trap.num,3,
oban_4103,ev_1167,trap.num,6,
oban_4104,ev_1168,trap.num,6,
oban_4106,ev_1170,trap.num,7,
oban_4129,ev_1193,trap.num,1,
oban_4135,ev_1199,trap.num,,
oban_4136,ev_1200,trap.num,,
oban_4138,ev_1202,trap.num,1,
oban_4139,ev_1203,trap.num,5,
oban_4140,ev_1204,trap.num,8,
oban_4141,ev_1205,trap.num,11,
oban_4145,ev_1209,trap.num,19,
oban_4147,ev_1211,trap.num,22,
oban_4149,ev_1213,trap.num,1,
oban_4150,ev_1214,trap.num,1,
oban_4151,ev_1215,trap.num,1,
oban_4152,ev_1216,trap.num,1,
oban_4155,ev_1219,trap.num,3,
oban_4156,ev_1220,trap.num,3,
oban_4177,ev_1241,trap.num,24,
oban_4178,ev_1242,trap.num,24,
oban_4181,ev_1245,trap.num,1,
oban_4182,ev_1246,trap.num,4,
oban_4186,ev_1250,trap.num,2,
oban_4187,ev_1251,trap.num,3,
oban_4188,ev_1252,trap.num,3,
oban_4189,ev_1253,trap.num,3,
oban_4190,ev_1254,trap.num,3,
oban_4200,ev_1264,trap.num,3,
oban_4201,ev_1265,trap.num,4,
oban_4203,ev_1267,trap.num,8,
oban_4215,ev_1279,trap.num,4,
oban_4222,ev_1286,trap.num,1,
oban_4223,ev_1287,trap.num,1,
oban_4231,ev_1295,trap.num,14,
oban_4236,ev_1300,trap.num,18,
oban_4239,ev_1303,trap.num,21,
oban_4247,ev_1311,trap.num,1,
oban_4248,ev_1312,trap.num,1,
oban_4251,ev_1315,trap.num,3,
oban_4254,ev_1318,trap.num,8,
oban_4256,ev_1320,trap.num,12,
oban_4260,ev_1324,trap.num,14,
oban_4266,ev_1330,trap.num,22,
oban_4267,ev_1331,trap.num,3,
oban_4270,ev_1334,trap.num,12,
oban_4277,ev_1341,trap.num,1,
oban_4282,ev_1346,trap.num,24,
oban_4284,ev_1348,trap.num,14,
oban_4285,ev_1349,trap.num,14,
oban_4287,ev_1351,trap.num,13,
oban_4289,ev_1353,trap.num,13,
oban_4292,ev_1356,trap.num,1,
oban_4293,ev_1357,trap.num,1,
oban_4294,ev_1358,trap.num,6,
oban_4301,ev_1365,trap.num,17,
oban_4324,ev_1388,trap.num,4,
oban_4327,ev_1391,trap.num,11,
oban_4328,ev_1392,trap.num,22,
oban_4330,ev_1394,trap.num,17,
oban_4334,ev_1398,trap.num,24,
oban_4336,ev_1400,trap.num,9,
oban_4351,ev_1415,trap.num,11,
oban_4356,ev_1420,trap.num,17,
oban_4369,ev_1433,trap.num,14,
oban_4372,ev_1436,trap.num,24,
oban_4373,ev_1437,trap.num,16,
oban_4374,ev_1438,trap.num,13,
oban_4405,ev_1469,trap.num,9,
oban_4406,ev_1470,trap.num,1,
oban_4409,ev_1473,trap.num,25,
oban_4418,ev_1482,trap.num,7,
oban_4419,ev_1483,trap.num,7,
oban_4420,ev_1484,trap.num,11,
oban_4421,ev_1485,trap.num,8,
oban_4428,ev_1492,trap.num,23,
oban_4429,ev_1493,trap.num,23,
oban_4433,ev_1497,trap.num,4,
oban_4435,ev_1499,trap.num,12,
oban_4436,ev_1500,trap.num,12,
oban_4440,ev_1504,trap.num,6,
oban_4441,ev_1505,trap.num,13,
oban_4445,ev_1509,trap.num,3,
oban_4447,ev_1511,trap.num,21,
oban_4448,ev_1512,trap.num,21,
oban_4462,ev_1526,trap.num,4,
oban_4465,ev_1529,trap.num,7,
oban_4466,ev_1530,trap.num,7,
oban_4467,ev_1531,trap.num,2,
oban_4468,ev_1532,trap.num,11,
oban_4471,ev_1535,trap.num,1,
oban_4483,ev_1547,trap.num,2,
oban_4486,ev_1550,trap.num,22,
oban_4487,ev_1551,trap.num,22,
oban_4489,ev_1553,trap.num,19,
oban_4490,ev_1554,trap.num,14,
oban_4494,ev_1558,trap.num,25,
oban_4500,ev_1564,trap.num,10,
oban_4518,ev_1582,trap.num,21,
oban_4519,ev_1583,trap.num,11,
oban_4526,ev_1590,trap.num,25,
oban_4527,ev_1591,trap.num,25,
oban_4528,ev_1592,trap.num,25,
oban_4545,ev_1609,trap.num,5,
oban_4547,ev_1611,trap.num,8,
oban_4553,ev_1617,trap.num,2,
oban_4560,ev_1624,trap.num,14,
oban_4561,ev_1625,trap.num,14,
oban_4562,ev_1626,trap.num,12,
oban_4563,ev_1627,trap.num,17,
oban_4582,ev_1646,trap.num,19,
oban_4584,ev_1648,trap.num,24,
oban_4589,ev_1653,trap.num,12,
oban_4595,ev_1659,trap.num,5,
oban_4598,ev_1662,trap.num,10,
oban_4599,ev_1663,trap.num,5,
oban_4600,ev_1664,trap.num,5,
oban_4603,ev_1667,trap.num,8,
oban_4605,ev_1669,trap.num,11,
oban_4608,ev_1672,trap.num,22,
oban_4612,ev_1676,trap.num,15,
oban_4616,ev_1680,trap.num,6,
oban_4619,ev_1683,trap.num,3,
oban_4620,ev_1684,trap.num,3,
oban_4621,ev_1685,trap.num,5,
oban_4623,ev_1687,trap.num,7,
oban_4632,ev_1696,trap.num,25,
oban_4642,ev_1706,trap.num,16,
oban_4644,ev_1708,trap.num,19,
oban_4647,ev_1711,trap.num,1,
oban_4648,ev_1712,trap.num,1,
oban_4649,ev_1713,trap.num,1,
oban_4650,ev_1714,trap.num,2,
oban_4653,ev_1717,trap.num,2,
oban_4654,ev_1718,trap.num,2,
oban_4657,ev_1721,trap.num,3,
oban_4663,ev_1727,trap.num,7,
oban_4672,ev_1736,trap.num,13,
oban_4680,ev_1744,trap.num,19,
oban_4703,ev_1767,trap.num,14,
oban_4720,ev_1784,trap.num,4,
oban_4721,ev_1785,trap.num,5,
oban_4729,ev_1793,trap.num,1,
oban_4730,ev_1794,trap.num,3,
oban_4733,ev_1797,trap.num,4,
oban_4735,ev_1799,trap.num,5,
oban_4746,ev_1810,trap.num,11,
oban_4748,ev_1812,trap.num,14,
oban_4750,ev_1814,trap.num,14,
oban_4771,ev_1835,trap.num,5,
oban_4772,ev_1836,trap.num,2,
oban_4773,ev_1837,trap.num,2,
oban_4780,ev_1844,trap.num,16,
oban_4791,ev_1855,trap.num,4,
oban_4796,ev_1860,trap.num,17,
oban_4804,ev_1868,trap.num,5,
oban_4813,ev_1877,trap.num,2,
oban_4814,ev_1878,trap.num,12,
oban_4820,ev_1884,trap.num,22,
oban_4821,ev_1885,trap.num,5,
oban_4822,ev_1886,trap.num,5,
oban_4823,ev_1887,trap.num,11,
oban_4824,ev_1888,trap.num,11,
oban_4826,ev_1890,trap.num,16,
oban_4833,ev_1897,trap.num,22,
oban_4839,ev_1903,trap.num,3,
oban_4853,ev_1917,trap.num,19,
oban_4859,ev_1923,trap.num,5,
oban_4860,ev_1924,trap.num,8,
oban_4865,ev_1929,trap.num,24,
oban_4866,ev_1930,trap.num,3,
oban_4869,ev_1933,trap.num,14,
oban_4871,ev_1935,trap.num,21,
oban_4875,ev_1939,trap.num,1,
oban_4876,ev_1940,trap.num,1,
oban_4877,ev_1941,trap.num,1,
oban_4878,ev_1942,trap.num,1,
oban_4880,ev_1944,trap.num,2,
oban_4881,ev_1945,trap.num,2,
oban_4885,ev_1949,trap.num,3,
oban_4887,ev_1951,trap.num,4,
oban_4889,ev_1953,trap.num,5,
oban_4892,ev_1956,trap.num,6,
oban_4893,ev_1957,trap.num,7,
oban_4901,ev_1965,trap.num,12,
oban_4905,ev_1969,trap.num,19,
oban_4910,ev_1974,trap.num,21,
oban_4929,ev_1993,trap.num,5,
oban_4940,ev_2004,trap.num,12,
oban_4960,ev_2024,trap.num,1,
oban_4961,ev_2025,trap.num,2,
oban_4974,ev_2038,trap.num,2,
oban_4976,ev_2040,trap.num,7,
oban_4982,ev_2046,trap.num,1,
oban_4983,ev_2047,trap.num,1,
oban_4984,ev_2048,trap.num,1,
oban_4985,ev_2049,trap.num,2,
oban_4989,ev_2053,trap.num,3,
oban_4991,ev_2055,trap.num,4,
oban_4994,ev_2058,trap.num,5,
oban_4997,ev_2061,trap.num,5,
oban_5014,ev_2078,trap.num,10,
oban_5057,ev_2121,trap.num,3,
oban_5094,ev_2158,trap.num,17,
oban_5097,ev_2161,trap.num,17,
oban_5106,ev_2170,trap.num,21,
oban_5108,ev_2172,trap.num,21,
oban_5118,ev_2182,trap.num,24,
oban_5123,ev_2187,trap.num,1,
oban_5124,ev_2188,trap.num,2,
oban_5125,ev_2189,trap.num,3,
oban_5126,ev_2190,trap.num,3,
oban_5130,ev_2194,trap.num,5,
oban_5137,ev_2201,trap.num,8,
oban_5147,ev_2211,trap.num,17,
oban_5159,ev_2223,trap.num,25,
oban_5177,ev_2241,trap.num,13,
oban_5186,ev_2250,trap.num,1,
oban_5197,ev_2261,trap.num,25,
oban_5200,ev_2264,trap.num,1,
oban_5201,ev_2265,trap.num,1,
oban_5207,ev_2271,trap.num,23,
oban_5208,ev_2272,trap.num,23,
oban_5219,ev_2283,trap.num,19,
oban_5221,ev_2285,trap.num,21,
oban_5224,ev_2288,trap.num,1,
oban_5225,ev_2289,trap.num,5,
oban_5226,ev_2290,trap.num,5,
oban_5227,ev_2291,trap.num,5,
oban_5228,ev_2292,trap.num,5,
oban_5230,ev_2294,trap.num,16,
oban_5235,ev_2299,trap.num,2,
oban_5239,ev_2303,trap.num,19,
oban_5240,ev_2304,trap.num,9,
oban_5241,ev_2305,trap.num,1,
oban_5246,ev_2310,trap.num,20,
oban_5249,ev_2313,trap.num,14,
oban_5251,ev_2315,trap.num,22,
oban_5258,ev_2322,trap.num,2,
oban_5259,ev_2323,trap.num,5,
oban_5263,ev_2327,trap.num,18,
oban_5264,ev_2328,trap.num,21,
oban_5270,ev_2334,trap.num,25,
oban_5271,ev_2335,trap.num,25,
oban_5273,ev_2337,trap.num,15,
oban_5275,ev_2339,trap.num,21,
oban_5277,ev_2341,trap.num,4,
oban_5279,ev_2343,trap.num,4,
oban_5298,ev_2362,trap.num,6,
oban_5301,ev_2365,trap.num,3,
oban_5304,ev_2368,trap.num,20,
oban_5305,ev_2369,trap.num,7,
oban_5309,ev_2373,trap.num,10,
oban_5314,ev_2378,trap.num,12,
oban_5317,ev_2381,trap.num,18,
oban_5318,ev_2382,trap.num,4,
oban_5320,ev_2384,trap.num,23,
oban_5322,ev_2386,trap.num,16,
oban_5324,ev_2388,trap.num,15,
oban_5339,ev_2403,trap.num,12,
oban_5348,ev_2412,trap.num,15,
oban_5357,ev_2421,trap.num,22,
oban_5370,ev_2434,trap.num,11,
oban_5371,ev_2435,trap.num,11,
oban_5376,ev_2440,trap.num,17,
oban_5377,ev_2441,trap.num,4,
oban_5389,ev_2453,trap.num,3,
oban_5402,ev_2466,trap.num,1,
oban_5420,ev_2484,trap.num,24,
oban_5421,ev_2485,trap.num,24,
oban_5434,ev_2498,trap.num,6,
oban_5435,ev_2499,trap.num,11,
oban_5436,ev_2500,trap.num,12,
oban_5437,ev_2501,trap.num,3,
oban_5446,ev_2510,trap.num,7,
oban_5447,ev_2511,trap.num,3,
oban_5449,ev_2513,trap.num,7,
oban_5450,ev_2514,trap.num,15,
oban_5451,ev_2515,trap.num,20,
oban_5453,ev_2517,trap.num,22,
oban_5454,ev_2518,trap.num,21,
oban_5455,ev_2519,trap.num,21,
oban_5456,ev_2520,trap.num,23,
oban_5460,ev_2524,trap.num,1,
oban_5464,ev_2528,trap.num,10,
oban_5465,ev_2529,trap.num,13,
oban_5475,ev_2539,trap.num,1,
oban_5477,ev_2541,trap.num,6,
oban_5479,ev_2543,trap.num,7,
oban_5482,ev_2546,trap.num,11,
oban_5485,ev_2549,trap.num,13,
oban_5493,ev_2557,trap.num,2,
oban_5501,ev_2565,trap.num,17,
oban_5508,ev_2572,trap.num,2,
oban_5509,ev_2573,trap.num,2,
oban_5510,ev_2574,trap.num,3,
oban_5512,ev_2576,trap.num,4,
oban_5515,ev_2579,trap.num,7,
oban_5518,ev_2582,trap.num,11,
oban_5521,ev_2585,trap.num,13,
oban_5522,ev_2586,trap.num,13,
oban_5524,ev_2588,trap.num,16,
oban_5530,ev_2594,trap.num,1,
oban_5532,ev_2596,trap.num,1,
oban_5533,ev_2597,trap.num,2,
oban_5535,ev_2599,trap.num,2,
oban_5536,ev_2600,trap.num,2,
oban_5543,ev_2607,trap.num,4,
oban_5549,ev_2613,trap.num,6,
oban_5589,ev_2653,trap.num,2,
oban_5590,ev_2654,trap.num,5,
oban_5615,ev_2679,trap.num,20,
oban_5620,ev_2684,trap.num,1,
oban_5625,ev_2689,trap.num,5,
oban_5629,ev_2693,trap.num,11,
oban_5630,ev_2694,trap.num,12,
oban_5636,ev_2700,trap.num,16,
oban_5637,ev_2701,trap.num,17,
oban_5639,ev_2703,trap.num,17,
oban_5645,ev_2709,trap.num,19,
oban_5648,ev_2712,trap.num,20,
oban_5649,ev_2713,trap.num,21,
oban_5652,ev_2716,trap.num,22,
oban_5654,ev_2718,trap.num,23,
oban_5656,ev_2720,trap.num,23,
oban_5657,ev_2721,trap.num,23,
oban_5663,ev_2727,trap.num,2,
oban_5674,ev_2738,trap.num,10,
oban_5679,ev_2743,trap.num,14,
oban_5692,ev_2756,trap.num,1,
oban_5693,ev_2757,trap.num,3,
oban_5694,ev_2758,trap.num,5,
oban_5714,ev_2778,trap.num,16,
oban_5719,ev_2783,trap.num,19,
oban_5727,ev_2791,trap.num,2,
oban_5728,ev_2792,trap.num,3,
oban_5736,ev_2800,trap.num,6,
oban_5741,ev_2805,trap.num,10,
oban_5764,ev_2828,trap.num,20,
oban_5773,ev_2837,trap.num,1,
oban_5774,ev_2838,trap.num,4,
oban_5806,ev_2870,trap.num,1,
oban_5807,ev_2871,trap.num,1,
oban_5808,ev_2872,trap.num,3,
oban_5813,ev_2877,trap.num,10,
oban_5815,ev_2879,trap.num,14,
oban_5842,ev_2906,trap.num,1,
oban_5843,ev_2907,trap.num,1,
oban_5845,ev_2909,trap.num,3,
oban_5846,ev_2910,trap.num,4,
oban_5849,ev_2913,trap.num,7,
oban_5852,ev_2916,trap.num,12,
oban_5860,ev_2924,trap.num,24,
